OBJECTID,STREET_NAME,LENGTH_MILES,STATUS,COMPKEY,CATALYTIC_PROJECTS,NETWORK,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,SHAPE_Length
45781,8TH AVE NW,0.05040878,MEETS,8386,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,266.158372809616
45782,BEACON WR AVE S,0.11375775,MEETS,9130,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,600.640906562361
45783,BEACON WR AVE S,0.05138615,MEETS,9160,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,271.318870034477
45784,BEACON WR AVE S,0.09080071,MEETS,9166,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,479.427728975602
45785,BEACON WR AVE S,0.05597569,MEETS,9173,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,295.55163629629
45786,BOSTON ST,0.0568278,MEETS,9338,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,,0,,,300.050807200655
45787,BURKE AVE N,0.08013377,MEETS,9509,0,LOCAL,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,423.106301276258
45788,CALIFORNIA AVE SW,0.06155014,MEETS,9549,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,,0,,,324.984764253288
45789,CALIFORNIA AVE SW,0.12307678,MEETS,9559,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,,0,,,649.845384392532
45790,CALIFORNIA AVE SW,0.03360213,MEETS,9583,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,177.419225333312
45791,ELLIOTT AVE,0.05790445,MEETS,10207,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,305.735502167475
45793,FREMONT AVE N,0.04821146,MEETS,10551,0,CITYWIDE,,Neighborhood Greenway,,0,,,254.556509701967
45794,FUHRMAN AVE E,0.0685255,MEETS,10578,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,361.814617125965
45795,LATONA AVE NE,0.14241772,MEETS,11291,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,751.965571310078
45797,ROOSEVELT WAY NE,0.04317944,MEETS,12594,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,705,,,227.987435159587
45798,15TH AVE S,0.10434642,MEETS,2161,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,550.949116095727
45799,16TH AVE SW,0.1291756,MEETS,2333,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,682.047158541881
45800,18TH AVE S,0.13605471,MEETS,2604,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,718.368893192694
45803,38TH AVE S,0.06271971,MEETS,5896,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,331.160051836454
45808,CORLISS AVE N,0.194819,MEETS,9801,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,1028.64432905733
45815,BEACH DR SW,0.12666756,MEETS,9092,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,371,,,668.804722918613
45816,BEACH DR SW,0.04338594,MEETS,9106,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,370,,,229.077761478872
45817,BEACON WR AVE S,0.04548375,MEETS,9155,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,240.154196048474
45818,E YESLER WAY,0.05691749,MEETS,14955,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,300.524368468866
45819,N 34TH ST,0.05582698,MEETS,15295,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,294.766447238935
45820,8TH AVE NW,0.15752415,MEETS,8419,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,831.727530354538
45821,CALIFORNIA AVE SW,0.13028549,MEETS,9540,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,,0,,,687.907374583321
45822,BEACON ER AVE S,0.05904884,MEETS,167625,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,311.777897436015
45823,CHIEF SEALTH TRL,0.06991071,MEETS,286935,0,LOCAL,2000-12-31T00:00:00.000Z,Multi-use Trail,,0,,,369.128543701363
45824,MOUNTAINS TO SOUND TRL,0.33290747,MEETS,287026,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,1757.75143834282
45825,BURKE GILMAN TRL,0.23674172,MEETS,287239,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,1249.99626011596
45828,BURKE GILMAN TRL,0.08145103,MEETS,287189,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,430.06143238606
45829,BURKE GILMAN TRL,0.02554915,MEETS,287190,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,134.899499611544
45833,5TH AVE NE,0.06294856,MEETS,7324,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,,0,,,332.368388284541
45836,BOSTON ST,0.05682905,MEETS,9339,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,,0,,,300.057405158337
45842,SW ALASKA ST,0.0183987,MEETS,21716,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,97.1451178037065
45843,BEACON WR AVE S,0.11420542,MEETS,9170,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,603.004630976136
45847,NW 65TH ST,0.02554383,MEETS,18616,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,,0,,,134.871439017898
45849,CALIFORNIA AVE SW,0.12495116,MEETS,9552,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,,0,,,659.74211310183
45851,ALKI TRL,1.76185658,MEETS,287005,2,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,9302.60273153089
45852,BURKE GILMAN TRL,0.02546018,MEETS,287241,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,134.429768102165
45856,16TH AVE SW,0.05795462,MEETS,2343,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,306.000378877494
45857,CALIFORNIA AVE SW,0.12501402,MEETS,9561,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,,0,,,660.074013853288
45860,BEACON AVE S,0.06326848,MEETS,9114,0,LOCAL,2015-12-31T00:00:00.000Z,Multi-use Trail,,374,,,334.0575608354
45861,BEACON WR AVE S,0.10602449,MEETS,9132,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,559.809321855788
45862,CALIFORNIA AVE SW,0.12311183,MEETS,9554,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,,0,,,650.030449651145
45865,BEACH DR SW,0.07841003,MEETS,9095,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,371,,,414.004971076
45867,E UNION ST,0.06095842,UPGRADE,14903,0,CITYWIDE,2000-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",452,,,321.860483697055
45868,NE 125TH ST,0.03410065,UPGRADE,16492,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",619,,,180.051451465584
45869,S ALASKA ST,0.03366559,UPGRADE,19303,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",710,,,177.754327412375
45870,1ST AVE,0.06076165,UPGRADE,1023,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",155,,,320.821533014807
45871,1ST AVE N,0.08065629,UPGRADE,1027,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",156,,,425.865188966983
45872,GREENWOOD AVE N,0.02164184,UPGRADE,10738,0,CITYWIDE,1990-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",497,,,114.268939556878
45873,QUEEN ANNE AVE N,0.08380939,UPGRADE,12310,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",686,,,442.5135552329
45874,12TH AVE NE,0.0495874,UPGRADE,1588,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",116,,,261.82148311356
45875,ROOSEVELT WAY NE,0.0246397,UPGRADE,12655,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",707,,,130.097640851073
45877,N 50TH ST,0.07215582,UPGRADE,15643,0,CITYWIDE,2000-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",598,,,380.982718462054
45878,NE 50TH ST,0.02584877,UPGRADE,16923,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",536,,,136.481496539696
45879,12TH AVE NE,0.05683606,UPGRADE,1577,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",110,,,300.094391136303
45880,FREMONT AVE N,0.08740152,UPGRADE,10489,0,CITYWIDE,2000-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",485,,,461.480019894477
45881,NICKERSON ST,0.11043056,UPGRADE,11970,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",662,,,583.073380906329
45882,QUEEN ANNE AVE N,0.08056733,UPGRADE,12294,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",685,,,425.395490297156
45883,MAGNOLIA BLVD W,0.1957834,UPGRADE,11616,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",557,,,1033.73634371862
45884,QUEEN ANNE AVE N,0.0807233,UPGRADE,12297,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",685,,,426.219023546726
45885,THACKERAY PL NE,0.0871424,UPGRADE,13126,0,LOCAL,2011-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",536,,,460.11186984604
45886,E UNION ST,0.06098515,UPGRADE,14893,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",450,,,322.001598386404
45887,NW 65TH ST,0.02589736,UPGRADE,18617,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",112,,,136.738071648528
45888,S CHARLES ST,0.04780939,UPGRADE,19596,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",122,,,252.433584354039
45889,S COLUMBIAN WAY,0.06118557,UPGRADE,19700,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",710,,,323.059785573171
45890,S MASSACHUSETTS ST,0.06051165,UPGRADE,20763,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",122,,,319.501506725636
45892,12TH AVE NE,0.03800502,UPGRADE,1575,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",110,,,200.666509037006
45893,35TH AVE NE,0.12524766,UPGRADE,5394,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",243,,,661.307634989407
45894,4TH AVE,0.01178235,UPGRADE,6135,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",297,,,62.2108281346138
45895,SEATTLE BLVD S,0.02393411,UPGRADE,8652,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",303,,,126.372079624975
45896,AIRPORT WAY S,0.04558751,UPGRADE,8694,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",358,,,240.702075151925
45897,FAUNTLEROY WAY SW,0.07065626,UPGRADE,10399,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",479,,,373.06507851155
45898,32ND AVE NW,0.05171505,UPGRADE,4994,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",229,,,273.05548370428
45899,35TH AVE NE,0.12550878,UPGRADE,5361,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",245,,,662.686350083804
45900,35TH AVE NE,0.2478799,UPGRADE,5388,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",242,,,1308.80584943903
45901,4TH AVE,0.0579427,UPGRADE,6127,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",298,,,305.93743425157
45902,BROADWAY E,0.06302247,UPGRADE,9453,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",385,,,332.758621037145
45903,12TH AVE S,0.15846853,UPGRADE,1657,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",122,,,836.713813621919
45904,32ND AVE NW,0.05200074,UPGRADE,4988,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",229,,,274.563895072825
45906, ,0.39006106,MEETS,,0,LOCAL,,Sharrow,,,,,2059.5224036156
45907,n/a,1.12012749,MEETS,,0,CITYWIDE,2008-12-31T00:00:00.000Z,Multi-use Trail,,,,,5914.27315072288
45914,STONE WAY N,0.03762147,MEETS,12961,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,198.641353622945
45915,THORNDYKE AVE W,0.05988125,MEETS,13159,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,316.172994825921
45916,S GENESEE ST,0.05873039,MEETS,20104,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,310.096443270013
45917,5TH AVE NE,0.05000995,MEETS,7318,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,264.052529887531
45918,FREMONT AVE N,0.050044,MEETS,10544,0,CITYWIDE,,Neighborhood Greenway,,0,,,264.232308819617
45920,E LYNN ST,0.06226011,MEETS,14320,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,328.733392559367
45935,16TH AVE SW,0.1236888,MEETS,2342,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,653.076878319128
45966,CHIEF SEALTH TRL,0.08937557,MEETS,286938,0,LOCAL,2000-12-31T00:00:00.000Z,Multi-use Trail,,0,,,471.903017026502
45967,ELLIOTT BAY TRL,0.65287731,MEETS,287057,1,CITYWIDE,1980-12-31T00:00:00.000Z,Multi-use Trail,,0,,,3447.1921802474
45968,BURKE GILMAN TRL,0.03732077,MEETS,287194,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,197.053645198606
45969,19TH AVE,0.08068746,MEETS,2645,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,426.029807737723
46073,S JACKSON ST,0.02790853,MEETS,20485,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,147.357047635548
46091,14TH AVE S,0.05602998,,338659,,,2009-12-31T00:00:00.000Z,Sharrow,,,,,295.838305494748
46092,14TH AVE S,0.04601733,,1926,,,2009-12-31T00:00:00.000Z,Sharrow,,,,,242.971493019919
46093,18TH AVE S,0.04286113,MEETS,,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,226.306752550395
46103,20TH AVE W,0.32278828,UPGRADE,3089,0,CITYWIDE,2021-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,173,,,1704.32210196012
46111,NW 65TH ST,0.05409467,MEETS,18630,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,,0,,,285.619876554633
46119,BOSTON ST,0.05680311,MEETS,9340,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,,0,,,299.920415107464
46121,S JACKSON ST,0.05848185,MEETS,20481,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,308.784164285433
46123,NW 65TH ST,0.02130595,MEETS,18627,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,,0,,,112.495395014389
46125,BURKE GILMAN TRL,0.22978275,MEETS,287232,0,CITYWIDE,1970-12-31T00:00:00.000Z,Multi-use Trail,,0,,,1213.25293760126
46127,19TH AVE E,0.07927946,MEETS,2657,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,418.595549122242
46131,NW 65TH ST,0.04999831,MEETS,18626,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,,0,,,263.991088752282
46135,DELRIDGE WAY SW,0.12083113,MEETS,9959,0,CITYWIDE,2015-12-31T00:00:00.000Z,Multi-use Trail,,408,,,637.988355687254
46174,SHIP CANAL TRL,0.40759323,MEETS,538894,0,CITYWIDE,,Multi-use Trail,,0,,,2152.09224721796
46176,NW 65TH ST,0.0485602,MEETS,18614,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,,0,,,256.397870392241
46180,CHIEF SEALTH TRL,0.08312823,MEETS,286927,0,LOCAL,2007-12-31T00:00:00.000Z,Multi-use Trail,,0,,,438.917078247075
46181,BURKE GILMAN TRL,0.07027645,MEETS,287211,0,CITYWIDE,1970-12-31T00:00:00.000Z,Multi-use Trail,,0,,,371.059674081361
46182,CALIFORNIA AVE SW,0.08054788,MEETS,9545,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,,0,,,425.292798012746
46185,CHIEF SEALTH TRL,0.14715888,MEETS,286932,0,LOCAL,2007-12-31T00:00:00.000Z,Multi-use Trail,,0,,,776.998862900211
46187,FUHRMAN AVE E,0.06356099,MEETS,10577,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,335.602018081701
46189,BEACON WR AVE S,0.06237492,MEETS,9141,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,329.33956323513
46192,BEACON WR AVE S,0.09531995,MEETS,9142,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,503.289333656786
46193,MOUNTAINS TO SOUND TRL,0.75658034,MEETS,583337,1,CITYWIDE,2011-12-31T00:00:00.000Z,Multi-use Trail,,0,,,3994.74420999127
46195,19TH AVE E,0.08334164,MEETS,2658,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,440.043846886175
46197,BEACON WR AVE S,0.08297409,MEETS,9172,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,438.10320301476
46198,BEACON ER AVE S,0.04995349,MEETS,269077,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,263.754441388923
46201,38TH AVE S,0.06262704,MEETS,5895,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,330.670771323233
46203,S JACKSON ST,0.06076976,MEETS,20487,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,320.864330201061
46204,CHIEF SEALTH TRL,0.15222179,MEETS,286951,0,LOCAL,2007-12-31T00:00:00.000Z,Multi-use Trail,,0,,,803.731055732643
46205,ALKI TRL,0.24366207,MEETS,286999,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,1286.53574273356
46206,1ST AVE NE,0.08242577,MEETS,1102,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,435.208065323691
46207,BURKE GILMAN TRL,0.07818737,MEETS,287256,0,CITYWIDE,1970-12-31T00:00:00.000Z,Multi-use Trail,,0,,,412.829315710252
46208,8TH AVE NW,0.12451458,MEETS,8418,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,657.436997805566
46210,19TH AVE E,0.11670347,MEETS,2663,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,616.194344304947
46211,MOUNTAINS TO SOUND TRL,0.03961939,MEETS,287021,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,209.190401110946
46213,HUNTER ER BLVD S,0.08990019,MEETS,275662,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,474.672992997887
46214,CALIFORNIA AVE SW,0.12395873,MEETS,9566,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,654.502102717148
46215,BEACON ER AVE S,0.02575644,MEETS,269432,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,135.994002930988
46216,CALIFORNIA AVE SW,0.04896081,MEETS,9564,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,,0,,,258.513095695295
46218,ROY ST,0.0609794,MEETS,12686,0,LOCAL,2011-12-31T00:00:00.000Z,Sharrow,,0,,,321.971257811139
46221,39TH AVE S,0.1137267,MEETS,6046,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,600.476970830733
46223,W NICKERSON ST,0.15518,MEETS,23614,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,819.350418705551
46224,ALKI TRL,0.17482657,MEETS,287006,0,CITYWIDE,1990-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,923.084313360798
46225,15TH AVE S,0.05741122,MEETS,2137,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,303.131247503154
46226,51ST AVE S,0.06076318,MEETS,7536,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,320.82957980126
46227,COLLEGE WAY N,0.1251561,MEETS,9701,0,LOCAL,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,660.824186534432
46228,ROOSEVELT WAY NE,0.04820942,MEETS,12606,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,706,,,254.545730131894
46229,12TH AVE S,0.05183701,MEETS,1678,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,273.699417370227
46230,23RD AVE S,0.13600976,MEETS,3458,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,718.131542859896
46231,TAYLOR AVE N,0.02025935,MEETS,13084,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,106.969345863967
46232,17TH AVE NW,0.05046725,MEETS,2444,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,150,,,266.467073127608
46234,5TH AVE NE,0.06288935,MEETS,7327,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,332.055753069257
46235,FREMONT AVE N,0.05009118,MEETS,10524,0,LOCAL,,Neighborhood Greenway,,487,,,264.48140440534
46236,QUEEN ANNE AVE N,0.0837956,MEETS,12313,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,442.440752757778
46237,15TH AVE S,0.05509939,MEETS,2135,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,290.924760717427
46238,BOSTON ST,0.05682041,MEETS,9337,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,300.011760266151
46239,ELLIOTT AVE,0.05807731,MEETS,10205,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,306.648215828612
46240,FREMONT AVE N,0.04999957,MEETS,10523,0,LOCAL,,Neighborhood Greenway,,487,,,263.997722401209
46241,FREMONT AVE N,0.05004119,MEETS,10543,0,CITYWIDE,,Neighborhood Greenway,,0,,,264.217466204737
46242,NE 75TH ST,0.04999352,MEETS,17513,0,LOCAL,2013-12-31T00:00:00.000Z,"In Street, Minor Separation",,647,,,263.965788403107
46243,S DEARBORN ST,0.05082694,MEETS,19830,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,722,,,268.366248230503
46244,16TH AVE SW,0.06263179,MEETS,2336,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,330.695872808074
46245,6TH AVE,0.08073283,MEETS,7890,0,LOCAL,,"In Street, Minor Separation",,0,,,426.269333334379
46246,8TH AVE NW,0.0503868,MEETS,8393,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,266.042305411437
46247,17TH AVE NW,0.05036746,MEETS,2445,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,150,,,265.940167649406
46248,34TH AVE,0.08713627,MEETS,5207,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,,0,,,460.079489857947
46249,5TH AVE NE,0.125658,MEETS,7328,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,663.474255779188
46253,8TH AVE NW,0.05000426,MEETS,8412,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,264.02250073136
46257,DISCOVERY PARK BLVD,0.04326135,MEETS,567330,0,LOCAL,,Sharrow,,0,,,228.419916174097
46259,19TH AVE E,0.03419574,MEETS,2653,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,180.553504787315
46260,BOYER AVE E,0.08994894,MEETS,9366,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,474.930404356833
46262,N 122ND ST,0.06628915,MEETS,15121,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,350.006715673693
46264,NW 65TH ST,0.04999239,MEETS,18632,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,,0,,,263.959812848129
46265,5TH AVE N,0.05873299,MEETS,7277,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,318,,,310.110211763545
46267,NW DOCK PL,0.05038909,MEETS,19190,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,266.054385322004
46270,8TH AVE NW,0.05269659,MEETS,8381,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,278.23799573497
46271,LATONA AVE NE,0.12567687,MEETS,11295,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,663.573872754765
46272,E CHERRY ST,0.06096677,MEETS,13883,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,321.904532913051
46273,12TH AVE,0.06856888,MEETS,1523,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,362.043672223444
46274,15TH AVE S,0.05869959,MEETS,2139,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,309.93384184154
46275,S DEARBORN ST,0.06098161,MEETS,19829,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,722,,,321.982879469268
46276,NW 58TH ST,0.05036832,MEETS,18489,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,265.944708477304
46278,MADRONA DR,0.02903159,MEETS,11600,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,425,,,153.286775539771
46279,31ST AVE S,0.04710395,MEETS,4841,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,248.708845382312
46280,E UNION ST,0.05416804,MEETS,14907,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,286.007251327673
46281,NICKERSON ST,0.10858034,MEETS,11967,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,573.30420754771
46282,5TH AVE NE,0.02706808,MEETS,7308,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,142.919436957706
